날짜,회사,그룹,제목,요약,매체,링크,회차
2026-07-20 08:46,토스,핀테크,"“가족 교대운전 시 보험 확인해야”…토스인슈어런스, 여름휴가철 보험...","토스인슈어런스, 여름휴가철 보험 오해와 진실 공개 / 가족 교대운전 시 자동차보험 운전자 범위 확인 필요 / 렌터카 사고는 개인 자동차보험 렌터카 관련 특약 가입 여부에 따라 보장 범위 달라질 수 있음 / 침수 차량은 자기차량손해 담보 가입 여부와 사고 당시 상황에 따라 보상 여부 달라질 수 있음",전자신문,https://n.news.naver.com/mnews/article/030/0003448867?sid=101,36
2026-07-20 08:42,토스,핀테크,"토스, SBI저축은행과 포용금융 협약 체결","토스, SBI저축은행과 포용금융 협약 체결 / 중저신용 고객을 위한 중금리 신용대출 출시 예정 / 토스스코어를 활용해 금융이력 부족 고객의 상환능력 평가 / SBI포용대출 with Toss 상품 출시",,https://www.newspim.com/news/view/20260720000098,36
2026-07-20 08:24,BC카드,비지주,"BC카드, 금융결제원과 '글로벌 QR결제 허브' 구축 추진","BC카드, 글로벌 QR결제 허브 구축 추진 / 금융결제원과 국가간 QR결제 네트워크 구축 중 / CPM 기반 서비스 규격과 운영 체계 공동 마련 예정 / 동남아 등 다양한 국가의 QR결제 서비스 국내로 확대 예정",,https://www.ajunews.com/view/20260720082013986,36
2026-07-20 07:10,토스,핀테크,토스·쇼엠 이어 삼쩜삼까지…플랫폼 GA 시대 본격 개막,"토스·쇼엠·삼쩜삼, 플랫폼 GA 시장 진출 / 고객 데이터를 무기로 보험시장 경쟁력 확보 중 / 플랫폼형 GA의 특징은 자체 고객 접점 확보와 맞춤형 보험 영업 가능성 / 각 기업의 핵심 경쟁력은 출발점과 디지털 중심 설계사 조직 구축에 달려 있음",,http://www.fins.co.kr/news/articleView.html?idxno=109218,35
2026-07-20 07:04,카카오뱅크,핀테크,마스턴캐피탈 품은 카카오뱅크…이젠 '사람' 찾는다,,,https://dealsite.co.kr/articles/165419,35
2026-07-20 07:02,iM뱅크,지방,‘프로젝트 한강’ 2단계 시동… 경남銀·iM뱅크 가세로 CBDC 실증 확대,"경남은행·iM뱅크, 프로젝트 한강 2단계 참여 / 한국은행 CBDC 시스템 내 예금 토큰 기반 지급결제 테스트 추진 중 / 예금 토큰 이용자와 사용처 범위 확대, 송금 기능 추가 예정 / CBDC 이용자 편의성 향상, 사용처 기능 강화 중",,https://www.ceoscoredaily.com/page/view/2026071615093597202,35
2026-07-20 07:02,하나증권,하나,"[더벨]하나증권, 푸투 외국인 통합계좌 거래 이달 중 오픈",,,https://www.thebell.co.kr/free/content/ArticleView.asp?key=202607151323252960104429,35
2026-07-20 06:48,하나금융지주,하나,"[브랜드평판] 하나금융지주, 금융지주 브랜드평판 7월 1위... 아이엠금융...","하나금융지주, 금융지주 브랜드평판 1위 유지 / 하나금융지주와 아이엠금융지주, 신한금융지주 간 격차 좁혀짐 / 하나금융지주, 참여지수와 소통지수에서 강세 유지 / 아이엠금융지주, 2위 자리 안정적으로 유지 중",,https://www.enetnews.co.kr/news/articleView.html?idxno=52533,35
2026-07-20 06:44,모건스탠리,해외,"모건스탠리 ""연준보다 AI 지출이 시장에 더 큰 문제""",,SBS Biz,https://n.news.naver.com/mnews/article/374/0000522396?sid=104,35
2026-07-20 04:02,카카오뱅크,핀테크,"'갈아타기' 출시 3년만에… 카카오뱅크, 대환대출 1조 돌파",,머니투데이,https://n.news.naver.com/mnews/article/008/0005387721?sid=101,35
2026-07-20 00:24,카카오페이,핀테크,"카카오페이와 NH농협은행, 데이터 동맹 맺고 대안신용평가 시장 키운다","카카오페이, NH농협은행과 데이터 동맹 체결 / 대안신용평가 활성화를 위한 얼라이언스 업무협약 체결 / 생활 금융 데이터와 비정형 정보 결합한 신용평가 체계 구축 중 / 카카오페이의 마이데이터와 결제 데이터 기반 대안정보 공급 예정",,http://www.technoa.co.kr/news/articleView.html?idxno=101162,36
2026-07-19 22:16,스탠다드차타드,해외,스탠다드차타드가 전망한 막대한 수익 안겨줄 암호화폐 4종,,,http://coinreaders.com/248375,35
2026-07-19 19:01,신한금융,신한,"신한금융, AI로 비상장사 IPO 원스톱 서비스","신한금융, AI로 비상장사 IPO 원스톱 서비스 / 비상장사 IPO 진단·RM 매칭까지 AI 에이전트 실전 적용 / 자산관리·채권심사·내부통제 업무에도 AI 에이전트 도입 / AX 신한금융그룹의 AI 전환 확대 추진 중",서울경제,https://n.news.naver.com/mnews/article/011/0004642891?sid=101,33
2026-07-19 18:30,하나은행,하나,"하나은행, 원화 스테이블코인 인프라 선점 나섰다",,,https://sateconomy.co.kr/news/view/1065605016125248,33
2026-07-19 18:00,WON뱅킹,우리,슈퍼앱 다음은 ‘실행형 AI’… “3년 뒤 WON뱅킹은 금융 전담비서”,,디지털타임스,https://n.news.naver.com/mnews/article/029/0003037650?sid=101,34
2026-07-19 17:19,토스,핀테크,토스 단말기에 스캔만 하면…앱 안열고도 서울페이 결제,"토스플레이스, 앱 미실행 서울페이 결제 서비스 / 토스 프론트 단말기 화면에 표시되는 서울페이 QR코드 스마트폰으로 스캔하는 방식 / 별도 QR코드 비치·관리 부담 없이 결제 편의성 향상 / 소상공인 부담 감소와 이용자 결제 편의성 향상 효과",매일경제,https://n.news.naver.com/mnews/article/009/0005709192?sid=101,32
2026-07-19 17:01,새마을금고,정책,"새마을금고, 자체 AI 플랫폼 구축한다",,전자신문,https://n.news.naver.com/mnews/article/030/0003448840?sid=101,34
2026-07-19 16:31,하나은행,하나,"하나은행, 디지털화폐 인프라 밑그림 그린다","하나은행, 원화 스테이블코인 제도화 대비 인프라 설계 / 발행·유통·상환 업무 구조 설계와 은행 내부 시스템 연계 / 원화 스테이블코인 운영에 필요한 체계 구축과 은행권 경쟁 / 디지털화폐 인프라 설계와 서비스 기반 경쟁 전환 중",전자신문,https://n.news.naver.com/mnews/article/030/0003448832?sid=101,32
2026-07-19 16:05,하나금융,하나,"SKT·하나금융, AI로 약자 돕는 청년들 키운다","SK텔레콤·하나금융, AI로 약자 돕는 청년들 키우기 / 청년 AI 인재와 함께 첨단 기술의 공익적 쓰임새 모색 중 / 사회적 약자 지원과 지속가능한 사회를 위한 솔루션 개발 진행 중 / 대상은 아이의 경험을 반영한 맞춤형 AI 동화와 훈육 솔루션 개발 팀이 차지함",데일리안,https://n.news.naver.com/mnews/article/119/0003112644?sid=105,32
2026-07-19 11:00,우리금융,우리,"임종룡, 'AX·기업금융·포용금융' 전면에 … 우리금융 성장축 재편",,,https://biz.newdaily.co.kr/site/data/html/2026/07/19/2026071900034.html,30
2026-07-19 10:58,KB증권,KB,"“연금 잡아 WM 영토 넓힌다”…KB증권, 디지털 연금 4조·WM 15조 ‘성장...","KB증권, 개인형 퇴직연금(IRP) 적립금 성장률 업계 1위 / 디지털 WM 자산 15조원 돌파, 연금 자산 가파른 성장 / 연금 이벤트와 맞춤형 컨설팅 강화, 리테일 시장 주도권 확대 중 / 디지털 개인연금자산 4조원 돌파, WM 부문 성장으로 이어짐",,https://www.viva100.com/article/20260701500555,30
2026-07-19 10:56,경남은행,지방,"김태한 BNK경남은행장 ""지역 산업·지역 기업 성장 지원 확대""","BNK경남은행, 산업 생태계 지원형 금융 강화 / 지역 주력산업 투자 확대와 미래 신산업 육성 사업 참여 / 지역의 금융파트너 입지 공고화와 종합금융으로의 확장 / 지역 산업과 지역 기업의 성장을 지원하는 금융 역할 강화",,http://www.metroseoul.co.kr/article/20260719500062,30
2026-07-19 10:54,우리금융,우리,"우리금융, 하반기 고객 확대·수익성 회복에 집중-포용금융·AI 전환도 ...",,,https://www.mediafine.co.kr/news/articleView.html?idxno=83934,30
2026-07-19 10:34,iM뱅크,지방,"iM뱅크 고객패널, 금융감독원과 금융소비자 개선방안 논의",,,https://www.kbsm.net/news/view.php?idx=527140,30
2026-07-19 10:18,우리금융,우리,"“고객이 성장의 근간”…우리금융, 하반기 고객기반 확대 총력전",,매일경제,https://n.news.naver.com/mnews/article/009/0005709033?sid=101,32
2026-07-19 10:14,하나금융,하나,"SKT·하나금융, AI 인재 협력 확대 … ESG 기반 '사회적 가치형 서비스'...",,,http://www.worktoday.co.kr/news/articleView.html?idxno=86890,30
2026-07-19 10:12,하나금융그룹,하나,"SK텔레콤, 청년 AI 인재 양성 나서…하나금융그룹과 해커톤 성료","SK텔레콤, 청년 AI 인재 양성(w/하나금융그룹) / TECH4GOOD 해커톤 성료, 사회적 약자 지원 솔루션 개발 / 참가자 115명, 아이 맞춤형 AI 동화 훈육 서비스 등 수상 / 미래 AI 인재 양성 위한 해커톤, 매년 운영 중",,http://www.metroseoul.co.kr/article/20260719500042,30
2026-07-19 10:02,하나금융,하나,"SKT·하나금융, 청년 115명 참여 AI 해커톤 개최","SKT·하나금융, 청년 115명 참여 AI 해커톤 개최 / 청년 AI 인재들이 사회적 약자와 디지털 소외계층을 지원하기 위한 AI 서비스 개발 / 참가자들이 제시한 아이디어와 서비스 개발 결과물 평가 / 대상은 맞춤형 AI 동화를 제작하는 서비스를 선보인 ‘T1’ 팀 수상",,https://www.etoday.co.kr/news/view/2604854,30
2026-07-19 10:00,하나금융그룹,하나,"Telecom & Now] SKT, 하나금융그룹과 'TECH4GOOD 해커톤' 성료",,,https://www.ebn.co.kr/news/articleView.html?idxno=1716852,31
2026-07-19 09:39,NH농협금융,NH,"NH농협금융, Amundi와 AI 자산운용·선진 연금 모델 도입 논의","NH농협금융, AI 자산운용 시스템 도입(w/Amond) / 아문디의 자산운용 시스템과 투자전략을 국내에 도입하는 구체적인 방안 모색 중 / 글로벌 선진 연금운용 모델을 국내에 구축하고 수탁능력을 높이기 위한 협력 방안 논의 중",전자신문,https://n.news.naver.com/mnews/article/030/0003448728?sid=101,31
2026-07-19 09:30,우리금융,우리,"임종룡 ""생산적금융은 그룹 성장 새 축""…우리금융, 목표 90조 확대","우리금융그룹, 고객 기반 확대와 생산적금융 강화 전략 / 임종룡 회장, 고객 확보와 기존 고객 유지 및 복합거래 활성화 강조 / 생산적금융 목표 90조원 확대, 첨단전략산업과 혁신기업 지원 강화 / 포용금융 강화와 금융취약계층 지원, 내부통제 체계 고도화 중",,https://www.fetv.co.kr/news/articleView.html?idxno=306660,31
2026-07-19 09:14,NH농협금융,NH,"NH농협금융, 아문디와 글로벌 협력 확대…AI 운용·연금사업 경쟁력 강...",,,https://www.viva100.com/article/20260719500089,30
2026-07-19 09:12,NH농협금융,NH,"NH농협금융-아문디, 글로벌 협업 강화…""미래 성장동력 함께 구축""",,아시아경제,https://n.news.naver.com/mnews/article/277/0005791441?sid=101,31
2026-07-19 09:10,우리금융,우리,"우리금융, 고객기반 확대·비은행 강화 속도…""하반기 도약 발판 마련""","우리금융, 고객 기반 확대와 비은행 경쟁력 강화 추진 중 / 증권·보험 편입 시너지로 복합거래 활성화와 생산적·포용금융 공급 확대 중 / 고객 확대와 은행 수익력 회복, 비은행 경쟁력 강화에 속도 내는 중 / 금융소비자보호 거버넌스 모범관행 이행과 민생 금융범죄 예방 추진 중",아시아경제,https://n.news.naver.com/mnews/article/277/0005791439?sid=101,31
2026-07-19 09:00,우리금융,우리,"임종룡 ""하반기 승부는 속도""...우리금융, 'AX 확산' AI 인프라 고도화","우리금융그룹, 고객 기반 확대와 생산적 금융 강화 전략 / 임종룡 회장, 신규·기존·복합 고객 확대와 소비자보호 강화 주문 / 우리금융, AI·AX 확산과 실행 속도 제고로 종합금융그룹 도약 추진 중 / 우리금융그룹, 하반기 경영목표 달성을 위해 실행 속도 높이기 중",,https://www.newspim.com/news/view/20260716001223,30
2026-07-19 08:57,우리금융,우리,"임종룡 우리금융 회장 ""고객 기반 획기적으로 확대”",,,https://thetracker.co.kr/View.aspx?No=4153183,30
2026-07-19 02:02,KB국민은행,KB,"[취준생을 위하여(305)] KB국민은행, 기업금융부터 AI 혁신까지…종합금...",,,https://www.news2day.co.kr/article/20260717500010,30
2026-07-18 23:22,농협손해보험,NH,"농협손해보험, AI 시대 소비자보호 강화…'공정성·설명가능성' 점검 나...","NH농협손해보험, AI 서비스 공정성 강화 / 고객센터 AI 확대, 소비자 중심 디지털 전환 추진 중 / 소비자 권익 보호 체계 고도화, 외부 전문가 참여 심의 진행 중",,http://www.youngnong.co.kr/news/articleView.html?idxno=60938,29
2026-07-18 22:12,KB금융,KB,"KB금융, 1000억 원 디지털자산 전략투자펀드 조성",,,https://www.tokenpost.kr/news/breaking/379073,32
2026-07-18 21:34,신한은행,신한,"공무원연금공단, 신한은행과 '퇴직공무원 디지털·금융 역량 강화' 맞손","공무원연금공단, 퇴직공무원 디지털 역량 강화 / 신한은행과 협력해 디지털 금융 교육 운영 중 / 퇴직공무원 사회참여 거점 마련 및 금융소비자 보호 캠페인 추진 중 / 신한 '학이재' 교육시설 활용 및 지역사회 교육봉사 활동 지원 중",,https://www.cstimes.com/news/articleView.html?idxno=713837,29
2026-07-18 17:18,토스,핀테크,"토스, 빅테크 최초 금융복합기업집단 지정…내부통제·자본적정성 관리...",,,https://bizhankook.com/articles/139307.html,30
2026-07-18 16:52,토스,핀테크,"토스플레이스, 단말기서 서울페이 QR 바로 띄운다...서울사랑상품권 결...","토스플레이스, 서울페이 QR 바로 띄우는 결제 서비스 도입 / 토스 프론트 단말기 화면에 표시되는 서울페이 QR을 스마트폰으로 스캔해 결제하는 방식 / 소상공인 QR 관리 부담 줄어드는 효과와 매장 운영 편의성 향상 기대 중",,http://www.newsroad.co.kr/news/articleView.html?idxno=61709,29
2026-07-18 12:01,현대해상,비지주,"정경선 현대해상 부사장 “기후·전력·고령화 복합위기…보험, 리스크...",,서울신문,https://n.news.naver.com/mnews/article/081/0003662222?sid=101,27
2026-07-18 10:18,NH농협은행,NH,"NH농협은행, 8개 기관과 '대안신용평가 얼라이언스' 출범…AI로 포용금융...","NH농협은행, 대안신용평가 얼라이언스 출범 / 8개 기관과 업무협약 체결, 포용금융 활성화 추진 중 / 대안신용평가 체계 구축, 금융 사각지대 지원을 위한 협력 체계 구축 중 / AI 기술을 활용한 비정형 데이터 정량화와 대안신용평가 공동 기획 진행 중",,https://www.thepublic.kr/news/articleView.html?idxno=311593,26
